"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Wilson B.; Cong C.","Wilson, Bev (36722979400); Cong, Cong (57207314425)","36722979400; 57207314425","Beyond the supply side: Use and impact of municipal open data in the U.S","2021","Telematics and Informatics","58","","101526","","","","25","10.1016/j.tele.2020.101526","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097338041&doi=10.1016%2fj.tele.2020.101526&partnerID=40&md5=2e30fcd40cd9923746be2bb22489b2ef","While the number of open government data initiatives has increased considerably over the past decade, the impact of these initiatives remains uncertain. Recent studies have been critical of the “bias toward the supply side” and lack of “sufficient attention to the user perspective” in the way that open government data initiatives are implemented. This article asks: (1) who is using municipal open government data resources and for what purposes? and (2) what impact are municipal open government data having in cities where they have been implemented? We performed a qualitative analysis of 26 semi-structured telephone interviews conducted with government staff, civic technologists, and private sector stakeholders in nine cities around the United States. Each of these 30 to 45-minute telephone interviews were transcribed and analyzed to distill insights regarding the use and impact of municipal open government data in the nine cities considered. We find that the array of actors within open government data ecosystems at the local level is expanding as distinctions between the public and private sectors becomes increasingly blurred and that the demands of managing and sustaining these initiatives has led to changes in the services offered by local government, as well as in the duties of government staff. The impact of these data resources has been primarily felt within local government itself, although the lack of monitoring mechanisms makes it difficult to systematically evaluate their broader effects. We conclude that open government data initiatives should be coordinated and better integrated with digital equity and digital inclusion efforts in order to advance their political and social goals. © 2020 The Author(s)","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85097338041"
"Zhao M.; Wang D.; Li J.","Zhao, Meizhi (57226721075); Wang, Dongmei (57226725159); Li, Jing (57226727492)","57226721075; 57226725159; 57226727492","Data management and visualization of wearable medical devices assisted by artificial intelligence","2021","Network Modeling Analysis in Health Informatics and Bioinformatics","10","1","53","","","","3","10.1007/s13721-021-00328-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112413692&doi=10.1007%2fs13721-021-00328-0&partnerID=40&md5=00a8476c43abcd524cf732e5d23850a6","With the development of information technology and artificial intelligence technology, medical wearable devices are becoming more and more intelligent. At the same time, the continuous progress of information technology and artificial intelligence technology also makes intelligent medical wearable devices more and more complex, and the data generated by corresponding medical devices are also more and more huge. To further standardize the health data management of the corresponding wearable medical device monitoring management and improve the user stickiness and intelligence of wearable devices, this paper will study the scientific management and visualization technology of wearable medical device data based on artificial intelligence technology. This paper first analyzes the structure of the data ecosystem based on wearable devices, and constructs the corresponding system on this basis. At the same time, it innovatively proposes the data mining technology combined with the time series cycle mode, and manages and analyzes the corresponding device data based on this technology. At the same time, in the actual data processing process, we pay attention to the data preprocessing technology to realize the compressed storage and management of data size. In the aspect of visualization of wearable device data management, this paper will realize data collection, sending, and receiving display based on Android platform, and realize data cloud storage. In the experimental part, this paper designs a wearable medical device data management and visualization software based on a lung function monitoring tracker. Experimental results show that the corresponding algorithm has obvious advantages. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Austria, part of Springer Nature.","Article","Final","","Scopus","2-s2.0-85112413692"
"Fraisl D.; Campbell J.; See L.; Wehn U.; Wardlaw J.; Gold M.; Moorthy I.; Arias R.; Piera J.; Oliver J.L.; Masó J.; Penker M.; Fritz S.","Fraisl, Dilek (57195919484); Campbell, Jillian (57211325039); See, Linda (7006538249); Wehn, Uta (56971515800); Wardlaw, Jessica (24476796200); Gold, Margaret (57211316625); Moorthy, Inian (6603405083); Arias, Rosa (57191330762); Piera, Jaume (57218363450); Oliver, Jessica L. (57201293335); Masó, Joan (6701851180); Penker, Marianne (6505929928); Fritz, Steffen (7102365239)","57195919484; 57211325039; 7006538249; 56971515800; 24476796200; 57211316625; 6603405083; 57191330762; 57218363450; 57201293335; 6701851180; 6505929928; 7102365239","Mapping citizen science contributions to the UN sustainable development goals","2020","Sustainability Science","15","6","","1735","1751","16","237","10.1007/s11625-020-00833-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087479587&doi=10.1007%2fs11625-020-00833-7&partnerID=40&md5=1ad88f2146fd9619279282027dd93a5d","The UN Sustainable Development Goals (SDGs) are a vision for achieving a sustainable future. Reliable, timely, comprehensive, and consistent data are critical for measuring progress towards, and ultimately achieving, the SDGs. Data from citizen science represent one new source of data that could be used for SDG reporting and monitoring. However, information is still lacking regarding the current and potential contributions of citizen science to the SDG indicator framework. Through a systematic review of the metadata and work plans of the 244 SDG indicators, as well as the identification of past and ongoing citizen science initiatives that could directly or indirectly provide data for these indicators, this paper presents an overview of where citizen science is already contributing and could contribute data to the SDG indicator framework. The results demonstrate that citizen science is “already contributing” to the monitoring of 5 SDG indicators, and that citizen science “could contribute” to 76 indicators, which, together, equates to around 33%. Our analysis also shows that the greatest inputs from citizen science to the SDG framework relate to SDG 15 Life on Land, SDG 11 Sustainable Cities and Communities, SDG 3 Good Health and Wellbeing, and SDG 6 Clean Water and Sanitation. Realizing the full potential of citizen science requires demonstrating its value in the global data ecosystem, building partnerships around citizen science data to accelerate SDG progress, and leveraging investments to enhance its use and impact. © 2020, The Author(s).","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85087479587"
"Ghazinoory S.; Nasri S.; Dastranj R.; Sarkissian A.","Ghazinoory, Sepehr (55983035400); Nasri, Shohreh (57210387702); Dastranj, Roya (57222724961); Sarkissian, Alfred (58824117800)","55983035400; 57210387702; 57222724961; 58824117800","“Bio to bits”: the Millennium Ecosystem Assessment (MA) as a metaphor for Big Data ecosystem assessment","2022","Information Technology and People","35","2","","835","858","23","3","10.1108/ITP-08-2020-0579","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103812100&doi=10.1108%2fITP-08-2020-0579&partnerID=40&md5=59c979aedf557b1de14b341c05100646","Purpose: Big Data (BD) is not only a quintessential part of many economic activities but also has evolved into a veritable business ecosystem. However, most Big Data ecosystem (BDE) models have a technical, bottom-up focus and mostly lack the capability for a broad socioeconomic analysis. This paper identifies the Millennium Ecosystem Assessment (MA) as a useful, operational framework and uses a metaphorical analogy to adapt it for the BDE. The top-down approach adopted here allows for seeing the big picture of the BD ecosystem. Meeting “end-user needs” is the main objective of the proposed BDE framework. Design/methodology/approach: The methodology of this paper consists of two parts. First, the MA is adapted for the BDE through a metaphorical analogy. Then, to operationalize and validate the proposed framework, it is applied to an emerging BD ecosystem. Findings: In total, four types of services are offered in the BD ecosystem: provisioning information and products; regulating; cultural and supporting services. Direct and indirect drivers of change impact ecosystem processes such as BD service provision. Based on the assessment results, interventions can be devised to remedy problems, sustain the ecosystem or accelerate growth. The proposed BDE assessment framework is applied to an emerging BDE as an example of operationalization and validation of the proposed BDE framework. Originality/value: The strengths of the proposed BDE framework is that, in contrast to existing frameworks that are technical and bottom-up, it is constructed top-down by a metaphorical analogy from the proven MA framework. It is a generic framework with the ultimate objective of meeting the “end-user needs” and does not focus on a single sector or firm. Also, the proposed BDE framework is multi-faceted and considers broad socioeconomic issues such as regulating, cultural and supporting services and drivers of change. © 2021, Emerald Publishing Limited.","Article","Final","","Scopus","2-s2.0-85103812100"
"Telenti A.; Jiang X.","Telenti, Amalio (7006764406); Jiang, Xiaoqian (59051718600)","7006764406; 59051718600","Treating medical data as a durable asset","2020","Nature Genetics","52","10","","1005","1010","5","29","10.1038/s41588-020-0698-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090968328&doi=10.1038%2fs41588-020-0698-y&partnerID=40&md5=51d58bfd67bd0f147650731a672b7373","Access to medical data is central for conducting research on genomics. However, to tap these metadata (observable traits and phenotypes, diagnoses and medication, and labels), researchers must grapple with the complex and sensitive nature of the information. In this Perspective, we argue that, at this exciting time for genomics and artificial intelligence, several critical aspects of data generation, infrastructure and management are pillars of a modern data ecosystem. Many risks to privacy and many obstacles to medical research can be eliminated or mitigated by new secure data analytics. Finally, we discuss the potential consequences of medical data exiting the institutions and being managed by individuals. These shifts in data ownership have the potential for profound disruption and opportunity across many fields. © 2020, Springer Nature America, Inc.","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85090968328"
"Wu Y.","Wu, Yingning (57277056000)","57277056000","Exploring the Influence of Big Data Technology on the Innovation of the Enterprise Economic Management Mode","2022","Security and Communication Networks","2022","","6241182","","","","1","10.1155/2022/6241182","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131186802&doi=10.1155%2f2022%2f6241182&partnerID=40&md5=c642c6a28941e84cab7fee50a0103ab6","The aim of this study is to help financial enterprises establish a solid foundation in a big data ecosystem (BDE) and fully play their competitive edges in the fierce business competition. This paper innovatively conducts research studies on the reform of enterprise financial management. First, it expounds on the relevant concepts of big data technology (BDT) alongside financial management. Afterward, the impact of BDT on enterprise financial management is examined. Consequently, a financial enterprise-oriented economic management model is proposed by integrating BDT, enterprise economic management (EEM), and enterprise performance evaluation methods. Further, an experiment is designed to verify the proposed model on estimating the annual enterprise operating income (OI) and human resource (HR) structure. The research findings show that the predicted and actual OI error is within 6%. The predicted enterprise personnel deployment only deviates slightly from actual personnel deployment. Thus, the proposed economic management model can accurately predict OI and cost. It provides a reliable reference for enterprise innovation management, optimizing recruitment conditions, sales strategy, and development strategy. Lastly, the research deficiencies are pointed out alongside corresponding suggestions.  © 2022 Yingning Wu.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85131186802"
"Ronquillo J.G.; Lester W.T.","Ronquillo, Jay G. (55339841000); Lester, William T. (56687199000)","55339841000; 56687199000","Precision Medicine Landscape of Genomic Testing for Patients with Cancer in the National Institutes of Health All of Us Database Using Informatics Approaches","2022","JCO Clinical Cancer Informatics","6","","e2100152","","","","3","10.1200/CCI.21.00152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123231320&doi=10.1200%2fCCI.21.00152&partnerID=40&md5=5d8ffc8362084a4f2b814ed73416dcd4","PURPOSE: The rapid growth of biomedical data ecosystems has catalyzed research for oncology and precision medicine. We leverage federal cloud-based precision medicine databases and tools to better understand the current landscape of precision medicine and genomic testing for patients with cancer. METHODS: Retrospective observational study of genomic testing for patients with cancer in the National Institutes of Health All of Us Research Program, with the cancer cohort defined as having at least two documented or reported cancer diagnoses. RESULTS: There were 5,678 (1.8%) All of Us participants in the cancer cohort, with a significant difference between cancer status by age category, sex, race, and ethnicity (P < .001 for all). There were 295 (5.2%) patients with cancer who received genomic testing compared with 6,734 (2.2%) of noncancer patients, with 752 genomic tests commonly focused on gene mutations (primarily pharmacogenomics), molecular pathology, or clinical cytogenetic reports. CONCLUSION: Although not yet ubiquitous, diverse clinical genomic analyses in oncology can set the stage to grow the practice of precision medicine by integrating research patient data repositories, cancer data ecosystems, and biomedical informatics.  © 2022 American Society of Clinical Oncology.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85123231320"
"Barns S.","Barns, Sarah (56001005900)","56001005900","Re-engineering the City: Platform Ecosystems and the Capture of Urban Big Data","2020","Frontiers in Sustainable Cities","2","","32","","","","16","10.3389/frsc.2020.00032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097746760&doi=10.3389%2ffrsc.2020.00032&partnerID=40&md5=6ef00daaea91fda0e9cc8dc733a8067c","Today's digital platforms occupy sites of growing strategic significance in the daily lives of cities. Acting as infrastructures of urban exchange, platform services institute basic match-making capabilities between mobile subjects, whether for transportation, shopping, accommodation, dating, or, simply, public discourse. As is increasingly recognized, the nature of value exchange traded via these platforms extends beyond their immediate domain of service provision, whether transportation or accommodation, for example, to wider “data ecosystems” of users, producers, and consumers. It is the conditions instituted by platform services to govern data ecosystems that are the focus of this article and are, I argue, of critical importance to how big data can be leveraged in ways that expand new frontiers of urban science and more broadly, urban sustainability policy. The rise in platform urbanism means that urban big data are not simply as a diagnostic tool for monitoring and evaluating complex urban behaviors but can be co-opted in ways that actively engineers the scaling of data-driven platform services and their myriad codependencies. These conditions present significant challenges not only to informational policy but increasingly also to urban governance settings, where platform-mediated interactions facilitate powerful but unevenly shared territories of urban intelligence. Copyright © 2020 Barns.","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85097746760"
"Rackevičienė S.; Utka A.; Mockienė L.; Rokas A.","Rackevičienė, Sigita (56717770300); Utka, Andrius (26632661300); Mockienė, Liudmila (57215660702); Rokas, Aivaras (57219504131)","56717770300; 26632661300; 57215660702; 57219504131","Methodological Framework for the Development of an English-Lithuanian Cybersecurity Termbase; [Anglų-lietuvių kalbų kibernetinio saugumo terminų bazės kūrimo metodikos modelis]","2021","Studies About Languages","","39","","85","92","7","1","10.5755/j01.sal.1.39.29156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121922199&doi=10.5755%2fj01.sal.1.39.29156&partnerID=40&md5=6f901adc6b6422983b5c7aa9b9c25531","The aim of the paper is to present a methodological framework for the development of an Abstract English-Lithuanian bilingual termbase in the cybersecurity domain, which can be applied as a model for other language pairs and other specialised domains. It is argued that the presented methodological approach can ensure creation of high-quality bilingual termbases even with limited available resources. The paper touches upon the methods and problems of dataset (corpora) compilation, terminology annotation, automatic bilingual term extraction (BiTE) and alignment, knowledge-rich context extraction, and linguistic linked open data (LLOD) technologies. The paper presents theoretical considerations as well as the arguments on the effectiveness of the described methods. The theoretical analysis and a pilot study allow arguing that: 1) a combination of parallel and comparable corpora enable to considerably expand the amount and variety of data sources that can be used for terminology extraction; this methodology is especially important for less-resourced languages which often lack parallel data; 2) deep learning systems trained by using gold standard corpora (manually annotated data) allow effective automatization of extraction of terminological data and metadata, which enables to regularly update termbases with minimised manual input; 3) LLOD technologies enable to integrate the terminological data into the global linguistic data ecosystem and make it reusable, searchable and discoverable across the Web. © 2021 Kaunas University of Technology. All rights reserved.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85121922199"
"Van Loenen B.; Zuiderwijk A.; Vancau-Wenberghe G.; Lopez-Pellicer F.J.; Mulder I.; Alexopoulos C.; Magnussen R.; Saddiqa M.; Dulong De Rosnay M.; Crompvoets J.; Polini A.; Re B.; Flores C.C.","Van Loenen, Bastiaan (6508072030); Zuiderwijk, Anneke (57188975805); Vancau-Wenberghe, Glenn (57728533700); Lopez-Pellicer, Francisco J. (22980429600); Mulder, Ingrid (57220362850); Alexopoulos, Charalampos (56366476900); Magnussen, Rikke (55579157200); Saddiqa, Mubashrah (57118064600); Dulong De Rosnay, Melanie (6508386537); Crompvoets, Joep (19639976700); Polini, Andrea (8399556900); Re, Barbara (23390178600); Flores, Cesar Casiano (57201492727)","6508072030; 57188975805; 57728533700; 22980429600; 57220362850; 56366476900; 55579157200; 57118064600; 6508386537; 19639976700; 8399556900; 23390178600; 57201492727","Towards value-creating and sustainable open data ecosystems: A comparative case study and a research agenda","2021","eJournal of eDemocracy and Open Government","13","2","","1","27","26","35","10.29379/jedem.v13i2.644","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129535898&doi=10.29379%2fjedem.v13i2.644&partnerID=40&md5=913e32abacc8ceb1800b8ca5cb2a4ca0","Current open data systems lag behind in their promised value creation and sustainability. The objective of the current study is twofold: 1) to investigate whether existing open data systems meet the requirements of open data ecosystems, and 2) to develop a research agenda that discusses the gaps between current open data systems on the one hand and participatory, value-creating, sustainable open data ecosystems on the other hand. The literature reveals that the main characteristics of value-creating, sustainable open data ecosystems are user-drivenness, inclusiveness, circularity, and skill-based. Our comparative case study of five open data systems in various application domains and countries highlighted that none of these systems are real open data ecosystems: They often do not balance open data supply and demand, exclude specific user groups and domains, are linear, and lack skill-training. We elaborate on a research agenda that discusses how research should address the challenge of making open data ecosystems more value-generating and sustainable. © 2021, Department for E-Governance and Administration. All rights reserved.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85129535898"
"Winters P.; Hogue E.; Steiner M.; Keramati C.; Rokhideh M.; Eissler S.","Winters, Paul (7003720358); Hogue, Emily (57576651300); Steiner, Michael (57576651400); Keramati, Chista (57575592000); Rokhideh, Maryam (57576006700); Eissler, Sarah (58304587200)","7003720358; 57576651300; 57576651400; 57575592000; 57576006700; 58304587200","Facilitating data use for decisionmaking: 50x2030's approach","2022","Statistical Journal of the IAOS","38","1","","163","180","17","0","10.3233/SJI-210908","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128235547&doi=10.3233%2fSJI-210908&partnerID=40&md5=f6aecf686831fd880f564b17141ba4ca","Data are a critical input into policy and can help central actors make informed and evidence-based decisions. Yet, data within a country are not always presented and analyzed in a manner that facilitate their use. Analysis of data use rarely moves beyond a supply and demand framework and fails to recognize that the data ecosystem within a given country is complex and includes a host of actors. Recognizing this complexity, the 50x2030 Data Initiative is exploring a new approach to understanding and facilitating data use. This paper provides an overview of the methodological approach to understanding data use. It examines early country experiences with the approach in order to ultimately help countries reach the end goal of data-driven decisionmaking in agriculture and rural development. Focusing on results from Cambodia, Uganda, and Georgia, the paper presents lessons on the methodological approach as well as findings on the constraints that are most hindering data use in the examined countries.  © 2022 - The authors. Published by IOS Press.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85128235547"
"Thessen A.E.; Walls R.L.; Vogt L.; Singer J.; Warren R.; Buttigieg P.L.; Balhoff J.P.; Mungall C.J.; McGuinness D.L.; Stucky B.J.; Yoder M.J.; Haendel M.A.","Thessen, Anne E. (6506774324); Walls, Ramona L. (8560968300); Vogt, Lars (7006696833); Singer, Jessica (57220082700); Warren, Robert (57220081661); Buttigieg, Pier Luigi (35344346700); Balhoff, James P. (8637283900); Mungall, Christopher J. (6602880619); McGuinness, Deborah L. (7006256751); Stucky, Brian J. (55292977500); Yoder, Matthew J. (7102996483); Haendel, Melissa A. (6602819027)","6506774324; 8560968300; 7006696833; 57220082700; 57220081661; 35344346700; 8637283900; 6602880619; 7006256751; 55292977500; 7102996483; 6602819027","Transforming the study of organisms: Phenomic data models and knowledge bases","2020","PLoS Computational Biology","16","11","e1008376","","","","10","10.1371/journal.pcbi.1008376","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096818055&doi=10.1371%2fjournal.pcbi.1008376&partnerID=40&md5=8bd4485afe37f25f74aec5b00012487f","The rapidly decreasing cost of gene sequencing has resulted in a deluge of genomic data from across the tree of life; however, outside a few model organism databases, genomic data are limited in their scientific impact because they are not accompanied by computable phenomic data. The majority of phenomic data are contained in countless small, heterogeneous phenotypic data sets that are very difficult or impossible to integrate at scale because of variable formats, lack of digitization, and linguistic problems. One powerful solution is to represent phenotypic data using data models with precise, computable semantics, but adoption of semantic standards for representing phenotypic data has been slow, especially in biodiversity and ecology. Some phenotypic and trait data are available in a semantic language from knowledge bases, but these are often not interoperable. In this review, we will compare and contrast existing ontology and data models, focusing on nonhuman phenotypes and traits. We discuss barriers to integration of phenotypic data and make recommendations for developing an operationally useful, semantically interoperable phenotypic data ecosystem. © 2020 Thessen et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85096818055"
"Lie D.; Austin L.M.; Sun P.Y.P.; Qiu W.","Lie, David (7003319729); Austin, Lisa M. (7102953574); Sun, Peter Yi Ping (57269787100); Qiu, Wenjun (57219794089)","7003319729; 7102953574; 57269787100; 57219794089","AUTOMATING ACCOUNTABILITY? PRIVACY POLICIES, DATA TRANSPARENCY, AND THE THIRD PARTY PROBLEM","2021","University of Toronto Law Journal","72","2","","155","188","33","2","10.3138/utlj-2020-0136","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126561713&doi=10.3138%2futlj-2020-0136&partnerID=40&md5=a9d84d64d1972af647da9059c407f0db","We have a data transparency problem. Currently, one of the main mechanisms we have to understand data flows is through the self-reporting that organizations provide through privacy policies. These suffer from many well-known problems, problems that are becoming more acute with the increasing complexity of the data ecosystem and the role of third parties – the affiliates, partners, processors, ad agencies, analytic services, and data brokers involved in the contemporary data practices of organizations. In this article, we argue that automating privacy policy analysis can improve the usability of privacy policies as a transparency mechanism. Our argument has five parts. First, we claim that we need to shift from thinking about privacy policies as a transparency mechanism that enhances consumer choice and see them as a transparency mechanism that enhances meaningful accountability. Second, we discuss a research tool that we prototyped, called AppTrans (for Application Transparency), which can detect inconsistencies between the declarations in a privacy policy and the actions the mobile application can potentially take if it is used. We used AppTrans to test seven hundred applications and found that 59.5 per cent were collecting data in ways that were not declared in their policies. The vast majority of the discrepancies were due to third party data collection such as advertising and analytics. Third, we outline the follow-on research we did to extend AppTrans to analyse the information sharing of mobile applications with third parties, with mixed results. Fourth, we situate our findings in relation to the third party issues that came to light in the recent Cambridge Analytica scandal and the calls from regulators for enhanced technical safeguards in managing these third party relationships. Fifth, we discuss some of the limitations of privacy policy automation as a strategy for enhanced data transparency and the policy implications of these limitations. © UNIVERSITY OF TORONTO PRESS.","Article","Final","","Scopus","2-s2.0-85126561713"
"Brinson L.C.; Deagen M.; Chen W.; McCusker J.; McGuinness D.L.; Schadler L.S.; Palmeri M.; Ghumman U.; Lin A.; Hu B.","Brinson, L. Catherine (57222306277); Deagen, Michael (57196062830); Chen, Wei (57087511100); McCusker, James (35299734900); McGuinness, Deborah L. (7006256751); Schadler, Linda S. (7003710989); Palmeri, Marc (25229121900); Ghumman, Umar (57204755402); Lin, Anqi (57204905915); Hu, Bingyin (57225868947)","57222306277; 57196062830; 57087511100; 35299734900; 7006256751; 7003710989; 25229121900; 57204755402; 57204905915; 57225868947","Polymer Nanocomposite Data: Curation, Frameworks, Access, and Potential for Discovery and Design","2020","ACS Macro Letters","9","8","","1086","1094","8","31","10.1021/acsmacrolett.0c00264","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088868966&doi=10.1021%2facsmacrolett.0c00264&partnerID=40&md5=c7aa60f2b699d5682955e72b51c05cdd","With the advent of the materials genome initiative (MGI) in the United States and a similar focus on materials data around the world, a number of materials data resources and associated vocabularies, tools, and repositories have been developed. While the majority of systems focus on slices of computational data with an emphasis on metallic alloys, NanoMine is an open source platform with the goal of curating and storing widely varying experimental data on polymer nanocomposites (polymers doped with nanoparticles) and providing access to characterization and analysis tools with the long-term objective of promoting facile nanocomposite design. Data on over 2500 samples from the literature and individual laboratories has been curated to date into NanoMine, including 230 samples from the papers bound in this virtual issue. This virtual issue represents an experiment of the flexibility of the data repository to capture the unique experimental metadata requirements of many data sets at one time and to challenge the authors to participate in the curation of their research data associated with a given publication. In principle, NanoMine offers a FAIR platform in which data published in papers becomes directly Findable and Accessible via simple search tools, with open metadata standards that are Interoperable with larger materials data registries, and allows easy Reuse of data, e.g. benchmarking against new results. Our hope is that with time, platforms such as this one could capture much of the newly published data on materials and form nodes in an interconnected materials data ecosystem which would allow researchers to robustly archive their data, add to the growing body of readily accessible data, and enable new forms of discovery by application of data analysis and design tools.  © 2020 American Chemical Society.","Review","Final","","Scopus","2-s2.0-85088868966"
"Dang T.K.; Duong T.A.","Dang, Tran Khanh (8907730200); Duong, Thu Anh (57220587502)","8907730200; 57220587502","An effective and elastic blockchain-based provenance preserving solution for the open data","2021","International Journal of Web Information Systems","17","5","","480","515","35","9","10.1108/IJWIS-03-2021-0029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108595981&doi=10.1108%2fIJWIS-03-2021-0029&partnerID=40&md5=93aa7dd534ee37139c9e4ff15a482c7c","Purpose: In the open data context, the shared data could come through many transformation processes, originating from many sources, which exposes the risk of non-authentic data. Moreover, each data set has different properties, shared under various licenses, which means the updated data could change its characteristics and related policies. This paper aims to introduce an effective and elastic solution to keep track of data changes and manage their characteristics within the open data platform. These changes have to be immutable to avoid violated modification and could be used as the certified provenance to improve the quality of data. Design/methodology/approach: This paper will propose a pragmatic solution that focuses on the combination of comprehensive knowledge archive network – the broadest used open data platform and hyperledger fabric blockchain to ensure all the changes are immutable and transparent. As using smart contracts plus a standard provenance data format, all processes are running automatically and could be extended to integrate with other provenance systems and so the introduced solution is quite flexible to be used in different open data ecosystems and real-world application domains. Findings: The research involves some related studies about the provenance system. This study finds out that most of the studies are focused on the commercial sector or applicable to a specific domain and not relevant for the open-data section. To show that the proposed solution is a logical and feasible direction, this paper conducts an experimental sample to validate the result. The testing model is running successfully with an elastic system architect and promising overall performance. Originality/value: Open data is the future of many businesses but still does not receive enough attention from the research community. The paper contributes a novel approach to protect the provenance of open data. © 2021, Emerald Publishing Limited.","Article","Final","","Scopus","2-s2.0-85108595981"
"Bao A.-R.-H.; Liu Y.; Dong J.; Chen Z.-P.; Chen Z.-J.; Wu C.","Bao, A-Ru-Han (57224508567); Liu, Yao (59105738300); Dong, Jun (55265544000); Chen, Zheng-Peng (57224820371); Chen, Zhen-Jie (57540114600); Wu, Chen (57199393359)","57224508567; 59105738300; 55265544000; 57224820371; 57540114600; 57199393359","Evolutionary Game Analysis of Co‐Opetition Strategy in Energy Big Data Ecosystem under Government Intervention","2022","Energies","15","6","2066","","","","12","10.3390/en15062066","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126754268&doi=10.3390%2fen15062066&partnerID=40&md5=4dc631008fc40ce6a19e0e81c264343d","This study discusses how to facilitate the barrier‐free circulation of energy big data among multiple entities and how to balance the energy big data ecosystem under government supervision using dynamic game theory. First, we define the related concepts and summarize the recent studies and developments of energy big data. Second, evolutionary game theory is applied to examine the interaction mechanism of complex behaviors between power grid enterprises and third‐party enterprises in the energy big data ecosystem, with and without the supervision of government. Finally, a sensitivity analysis is conducted on the main factors affecting co‐opetition, such as the initial participation willingness, distribution of benefits, free‐riding behavior, government funding, and punitive liquidated damages. The results show that both government supervision measures and the participants’ own will have an impact on the stable evolution of the energy big data ecosystem in the dynamic evolution process, and the effect of parameter changes on the evolution is more significant under the state of no government supervision. In addition, the effectiveness of the developed model in this work is verified by simulated analysis. The present model can provide an important reference for overall planning and efficient operation of the energy big data ecosystem. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85126754268"
"Rudmark D.; Andersson M.","Rudmark, Daniel (35753564400); Andersson, Magnus (57197096422)","35753564400; 57197096422","Feedback Loops in Open Data Ecosystems","2022","IEEE Software","39","1","","","","","2","10.1109/MS.2021.3116874","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116877836&doi=10.1109%2fMS.2021.3116874&partnerID=40&md5=b1ea202d6aaf44e89f347b017243ffa8","Public agencies are increasingly publishing open data to increase transparency and fuel data-driven innovation. Based on these experiences, we propose four distinct types of data feedback loops in which both data publishers and reusers play critical roles. © 1984-2012 IEEE.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85116877836"
